Name,Sex,Age,Height,Colour,Buy_Hour
Stormie,F,16,27,Latin America and the Caribbean,21
Lynne,F,16,24,Latin America and the Caribbean,15
Bran,M,38,29,Southern Europe,17
Sammie,M,14,33,Southern Asia,11
Guillema,F,17,30,Polynesia,11
Consuela,F,0,25,Southern Asia,20
Jaime,F,3,4,Micronesia,11
Tallie,F,6,34,Latin America and the Caribbean,16
Ardisj,F,5,24,Latin America and the Caribbean,13
Marney,F,3,42,Polynesia,34
Bail,M,13,38,Micronesia,6
Mira,F,20,7,Northern Africa,25
Bernie,F,4,17,Micronesia,10
Alene,F,40,21,Central Asia,12
Delainey,M,13,15,Latin America and the Caribbean,11
Bernard,M,27,13,Sub-Saharan Africa,17
Claus,M,40,33,Latin America and the Caribbean,9
Jenelle,F,39,19,South-eastern Asia,13
Hildagard,F,8,29,Latin America and the Caribbean,14
Maryrose,F,28,19,Latin America and the Caribbean,7
Annalee,F,8,37,Western Europe,21
Danita,F,5,11,Northern Europe,13
Aubrie,F,19,23,Sub-Saharan Africa,11
Bridget,F,20,33,Sub-Saharan Africa,5
Dniren,F,1,19,Southern Europe,22
Arty,M,13,5,Northern Europe,18
Frankie,F,37,36,Latin America and the Caribbean,4
Bartholomeo,M,29,14,Northern Europe,6
Catherina,F,14,36,South-eastern Asia,2
Maryanne,F,10,3,Northern Africa,20
Gael,M,7,15,Latin America and the Caribbean,21
Ewell,M,2,27,South-eastern Asia,16
Dicky,M,22,15,Southern Europe,12
Babs,F,17,11,Eastern Europe,11
Antonio,M,14,11,Southern Europe,24
Rand,M,1,26,Latin America and the Caribbean,6
Gardener,M,13,36,Latin America and the Caribbean,19
Filmore,M,36,14,Latin America and the Caribbean,5
Taryn,F,26,6,Western Asia,9
Thorin,M,18,38,Sub-Saharan Africa,13
Nikolai,M,22,34,Northern Europe,15
Ritchie,M,5,2,Latin America and the Caribbean,16
Abbe,F,33,7,Latin America and the Caribbean,9
Amaleta,F,22,36,Sub-Saharan Africa,15
Noe,M,7,18,Northern America,11
Cacilie,F,4,3,Eastern Asia,19
Durant,M,41,36,Sub-Saharan Africa,23
Gustavo,M,1,18,Sub-Saharan Africa,11
Sunny,M,36,1,Latin America and the Caribbean,10
Kalila,F,31,10,South-eastern Asia,8
Lucky,F,40,28,Southern Europe,8
Martie,F,32,29,South-eastern Asia,8
Arlan,M,5,12,Southern Asia,14
Donnie,M,24,39,South-eastern Asia,23
Bartlett,M,17,18,Northern America,3
Barbey,F,16,10,Sub-Saharan Africa,8
Colline,F,3,26,Western Asia,19
Nanete,F,6,2,Latin America and the Caribbean,9
Bendix,M,41,39,South-eastern Asia,15
Josephine,F,3,36,Latin America and the Caribbean,19
Rikki,M,17,28,Latin America and the Caribbean,16
Miquela,F,25,28,Southern Europe,22
Tanitansy,F,38,13,Latin America and the Caribbean,17
Victor,M,20,5,Western Europe,16
Rand,M,42,37,Latin America and the Caribbean,6
Ashien,F,10,23,Northern America,12
Edna,F,28,33,Sub-Saharan Africa,18
Tremayne,M,25,29,Melanesia,6
Alene,F,39,35,Southern Europe,11
Merrel,M,33,4,Sub-Saharan Africa,9
Stafani,F,28,41,Northern Europe,1
Angelica,F,7,7,Sub-Saharan Africa,7
Michaella,F,41,38,Eastern Asia,18
Noelani,F,27,32,Southern Europe,10
Erwin,M,12,42,Latin America and the Caribbean,11
Mal,M,3,0,Sub-Saharan Africa,4
Flory,M,16,40,Latin America and the Caribbean,19
Dixie,F,35,20,Southern Europe,13
Liva,F,30,21,Polynesia,15
Hort,M,34,25,Northern Europe,14
Archibaldo,M,13,11,Latin America and the Caribbean,9
Goldia,F,6,14,Sub-Saharan Africa,12
Finley,M,11,35,Northern Europe,25
Gaynor,F,5,20,Sub-Saharan Africa,18
Bryn,M,30,3,Sub-Saharan Africa,18
Jacquette,F,38,28,Latin America and the Caribbean,9
Licha,F,0,29,Northern America,13
Tilly,F,13,30,Latin America and the Caribbean,13
Jocelyne,F,15,36,Southern Asia,11
Hamilton,M,37,34,Sub-Saharan Africa,12
Blake,M,5,25,South-eastern Asia,4
Elbertina,F,7,14,Polynesia,15
Eartha,F,26,26,Western Asia,6
Gil,M,7,30,Northern Europe,9
Andrew,M,24,40,Sub-Saharan Africa,21
Paddie,M,4,20,Northern America,9
Carlynne,F,16,11,Melanesia,25
Gena,F,6,8,South-eastern Asia,3
Whitaker,M,36,14,Sub-Saharan Africa,21
Julian,M,3,34,Northern Africa,14
Hugo,M,11,32,Southern Europe,15
Hedi,F,9,41,Northern Europe,-8
Dyanna,F,39,28,Sub-Saharan Africa,23
Reube,M,10,1,Northern Africa,1
Melesa,F,40,33,Latin America and the Caribbean,2
Benoit,M,7,34,Sub-Saharan Africa,9
Valida,F,19,28,Polynesia,11
Grier,F,23,40,Eastern Europe,14
Roseanna,F,26,10,Northern Africa,7
Dennison,M,11,32,Micronesia,-3
Rosalyn,F,39,32,Western Europe,22
Buiron,M,26,22,Latin America and the Caribbean,16
Alexia,F,24,11,Sub-Saharan Africa,8
Lorilee,F,35,40,Southern Asia,8
Noni,F,17,4,Northern Europe,11
Jordan,F,20,3,Southern Europe,13
Salvidor,M,27,24,Southern Europe,3
Julie,M,26,13,Western Europe,7
Willa,F,21,22,Sub-Saharan Africa,21
Jerome,M,34,41,Sub-Saharan Africa,1
Artemus,M,2,38,South-eastern Asia,9
Bevon,M,6,30,Australia and New Zealand,10
Lammond,M,5,21,Sub-Saharan Africa,15
Emelia,F,2,30,Micronesia,27
Susi,F,15,18,Western Asia,7
Ker,M,9,1,Latin America and the Caribbean,15
Isidora,F,15,36,Latin America and the Caribbean,16
Winnifred,F,26,8,Sub-Saharan Africa,15
Dagny,M,35,15,Northern Europe,1
Florina,F,32,23,Sub-Saharan Africa,18
Allegra,F,26,33,Eastern Asia,-2
Suki,F,36,31,Northern Africa,19
Jenilee,F,35,3,Latin America and the Caribbean,6
Esme,M,37,15,Western Asia,16
Jamill,M,37,37,Sub-Saharan Africa,15
Kayle,F,21,22,Northern Europe,25
Amata,F,6,35,Micronesia,14
Shaughn,M,9,34,Melanesia,11
Riane,F,15,21,Latin America and the Caribbean,15
Pierette,F,23,12,Latin America and the Caribbean,1
Tom,M,37,25,Sub-Saharan Africa,3
Marius,M,21,19,Northern America,11
Ailey,F,30,7,Latin America and the Caribbean,7
Joseph,M,24,38,Southern Asia,10
Ellwood,M,30,0,Northern Europe,17
Yard,M,39,14,Eastern Asia,20
Delaney,M,36,2,Sub-Saharan Africa,22
Hendrik,M,12,10,Northern Africa,10
Salomon,M,33,21,Southern Asia,18
Demetria,F,40,18,Eastern Europe,6
Suzie,F,36,14,Northern America,12
Corie,F,14,0,Northern Africa,19
Margery,F,40,33,Sub-Saharan Africa,5
Garrick,M,38,2,Polynesia,0
Bryn,M,27,24,Sub-Saharan Africa,-5
Adelbert,M,42,7,Western Asia,6
Antonino,M,6,18,Western Europe,16
Guy,M,36,30,Eastern Asia,11
John,M,17,6,Latin America and the Caribbean,14
Joete,F,35,32,Southern Asia,22
Gail,F,30,5,Latin America and the Caribbean,20
Chiquita,F,35,37,Southern Europe,25
Stephi,F,24,31,Sub-Saharan Africa,14
Janet,F,23,6,Sub-Saharan Africa,17
Maynord,M,23,15,Sub-Saharan Africa,16
Felicia,F,29,14,Southern Asia,26
Rivy,F,31,20,Latin America and the Caribbean,10
Kerr,M,14,40,Sub-Saharan Africa,8
Franklyn,M,27,32,Eastern Asia,8
Kaitlyn,F,8,2,Micronesia,5
Kati,F,38,4,Sub-Saharan Africa,6
Pierson,M,3,15,Western Asia,23
Farlee,M,29,33,Sub-Saharan Africa,19
Brien,M,23,42,Sub-Saharan Africa,8
Dani,F,14,3,Sub-Saharan Africa,14
Gwenore,F,33,36,Sub-Saharan Africa,11
Mayor,M,1,8,Sub-Saharan Africa,16
Orella,F,4,28,Sub-Saharan Africa,19
Celestyna,F,4,5,Northern Europe,13
Zachary,M,31,15,Western Asia,13
Terri,M,41,36,Latin America and the Caribbean,26
Danice,F,20,11,Northern America,5
Alejoa,M,24,1,Sub-Saharan Africa,15
Rivy,F,24,31,Latin America and the Caribbean,9
Lulita,F,27,1,Sub-Saharan Africa,-2
Chicky,M,16,20,Latin America and the Caribbean,19
Sebastien,M,11,17,Northern Europe,11
Marnie,F,9,20,Sub-Saharan Africa,7
Candice,F,39,11,Southern Europe,12
Netti,F,4,20,Western Asia,12
Serena,F,38,38,Australia and New Zealand,11
Zackariah,M,17,31,Southern Asia,8
Kimmie,F,39,15,Latin America and the Caribbean,10
Sawyer,M,13,2,Latin America and the Caribbean,3
Alaster,M,8,33,Latin America and the Caribbean,16
Vere,F,5,28,Sub-Saharan Africa,18
Land,M,29,21,Eastern Europe,8
Chelsy,F,29,15,Southern Asia,-7
Inglebert,M,0,5,Northern Europe,10
Gannie,M,7,35,Sub-Saharan Africa,4
Nickey,M,4,11,Central Asia,11
Farlie,M,18,31,Polynesia,-15
Kaspar,M,32,20,Southern Europe,14
Germaine,F,25,22,Latin America and the Caribbean,0
Tobe,F,24,24,Southern Europe,3
Corabella,F,40,17,Western Europe,19
Mort,M,39,39,Latin America and the Caribbean,5
Rafferty,M,27,29,Western Asia,0
Aubrette,F,27,7,Latin America and the Caribbean,4
Jodee,F,2,9,Sub-Saharan Africa,9
Immanuel,M,11,9,Latin America and the Caribbean,-2
Townie,M,6,4,Sub-Saharan Africa,19
Cathleen,F,15,12,Sub-Saharan Africa,3
Levin,M,16,18,Northern Africa,1
Neale,M,33,23,South-eastern Asia,6
Lock,M,1,15,Eastern Europe,4
Parker,M,16,8,Latin America and the Caribbean,15
Joan,F,29,41,Polynesia,19
Renault,M,33,8,Western Asia,12
Dasie,F,23,19,Western Asia,11
Mariska,F,25,29,Western Europe,3
Barn,M,36,9,South-eastern Asia,19
Galina,F,40,36,Northern Europe,8
Nissy,F,6,40,Western Asia,3
Maryrose,F,39,25,Southern Europe,14
Ariella,F,1,22,Western Europe,17
Honor,F,7,3,Latin America and the Caribbean,6
Carlyn,F,20,9,Polynesia,18
Meredith,M,10,28,Sub-Saharan Africa,11
Edd,M,33,36,Latin America and the Caribbean,6
Rourke,M,30,6,Eastern Asia,20
Farrell,M,37,35,Western Asia,10
Merline,F,38,29,Sub-Saharan Africa,1
Jane,F,3,16,Western Europe,23
Pavia,F,12,11,Northern Europe,29
Korey,M,26,25,Latin America and the Caribbean,13
Elsinore,F,24,12,South-eastern Asia,5
Jamie,M,16,35,Polynesia,12
Tommie,M,1,22,Sub-Saharan Africa,9
Berkeley,M,29,26,Latin America and the Caribbean,13
Wyn,M,30,39,Latin America and the Caribbean,18
Fancy,F,9,11,Sub-Saharan Africa,23
Abigale,F,5,22,Eastern Europe,19
Perri,F,38,31,Latin America and the Caribbean,15
Elyssa,F,30,26,Northern America,16
Reuben,M,39,4,Western Europe,3
Evelina,F,40,1,South-eastern Asia,12
Nicoline,F,32,21,Southern Asia,-1
Waverly,M,2,23,Western Asia,22
Carlin,F,20,3,Southern Europe,8
Nils,M,35,27,Southern Europe,5
Brooke,M,23,30,Southern Europe,8
Babs,F,9,42,South-eastern Asia,10
Lizzie,F,21,38,Sub-Saharan Africa,16
Drusy,F,41,15,Eastern Asia,3
Mair,F,12,34,Eastern Europe,13
Rosetta,F,19,23,South-eastern Asia,9
Dallas,M,7,42,South-eastern Asia,15
Franciska,F,1,16,Polynesia,9
Alexio,M,11,36,Eastern Europe,7
Silva,F,22,37,Sub-Saharan Africa,20
Leonardo,M,19,30,Eastern Europe,13
Ginnie,F,7,20,Micronesia,9
Demetria,F,19,36,Latin America and the Caribbean,14
Simmonds,M,42,0,Latin America and the Caribbean,5
Bobbie,M,41,34,Western Asia,10
Marmaduke,M,22,26,South-eastern Asia,12
Shay,M,8,30,Latin America and the Caribbean,6
Herbert,M,23,8,Sub-Saharan Africa,7
Paulita,F,19,11,Sub-Saharan Africa,9
Irina,F,28,24,Sub-Saharan Africa,9
Ivie,F,16,23,Northern Europe,13
Theresita,F,42,1,Western Asia,9
Wilek,M,30,26,Latin America and the Caribbean,17
Bert,M,33,3,Sub-Saharan Africa,15
Delora,F,3,10,Southern Europe,27
Banky,M,36,34,Latin America and the Caribbean,14
Derk,M,29,37,Western Europe,-4
Coletta,F,32,1,Melanesia,19
Ginnifer,F,2,33,Latin America and the Caribbean,6
Wilt,M,16,14,Northern Africa,17
Boyd,M,21,41,Latin America and the Caribbean,14
Wiatt,M,2,9,Central Asia,9
Johna,F,0,1,Western Asia,8
Luis,M,21,27,Sub-Saharan Africa,13
Tommy,F,2,17,Melanesia,10
Mavis,F,26,27,Sub-Saharan Africa,15
Bryant,M,26,20,Latin America and the Caribbean,6
Bianka,F,10,39,Latin America and the Caribbean,14
Mahalia,F,16,8,Sub-Saharan Africa,15
Hasty,M,13,17,Southern Asia,24
Emmaline,F,20,25,Western Asia,9
Lyle,M,3,36,Sub-Saharan Africa,4
Herb,M,9,16,Northern America,23
Tabby,M,37,32,Northern Europe,25
Mirna,F,19,35,Western Asia,15
Cassandry,F,19,29,Sub-Saharan Africa,5
Bartholomeus,M,40,29,Latin America and the Caribbean,23
Lolita,F,31,12,Eastern Asia,17
Ashla,F,9,37,South-eastern Asia,15
Therese,F,36,35,Eastern Asia,14
Fabian,M,27,13,Southern Asia,17
Frasquito,M,19,9,Sub-Saharan Africa,14
Zora,F,36,12,Southern Europe,3
Scot,M,1,8,Central Asia,13
Ferdinande,F,13,20,Latin America and the Caribbean,4
Harmon,M,14,4,Western Asia,4
Annabel,F,2,34,Western Asia,11
Cinnamon,F,11,24,Micronesia,17
Ave,M,29,9,Sub-Saharan Africa,0
Willy,F,5,1,Eastern Asia,7
Ozzy,M,39,19,Latin America and the Caribbean,17
Vanda,F,16,21,Polynesia,8
Ardith,F,5,31,Latin America and the Caribbean,29
Rianon,F,17,36,South-eastern Asia,19
Giulio,M,39,41,Latin America and the Caribbean,15
Blinni,F,31,8,Sub-Saharan Africa,19
Anthia,F,36,36,South-eastern Asia,24
Pattie,M,0,21,Polynesia,9
Bobbi,F,16,30,Northern Europe,21
Dorie,M,29,30,Sub-Saharan Africa,10
Kira,F,17,40,Sub-Saharan Africa,28
Graehme,M,20,39,Northern Africa,3
Allister,M,5,12,Sub-Saharan Africa,9
Ros,F,9,22,Western Asia,4
Ulberto,M,30,38,Southern Asia,20
Rae,F,31,14,Southern Europe,6
Chase,M,7,21,Latin America and the Caribbean,16
Dorothea,F,30,19,Southern Europe,17
Ebba,F,32,22,Southern Europe,1
Win,M,16,20,Latin America and the Caribbean,13
Amabel,F,33,23,Western Asia,11
Madalyn,F,26,41,Northern America,11
Eolande,F,15,26,Sub-Saharan Africa,19
Siegfried,M,11,24,Eastern Asia,19
Stevy,M,22,7,Western Europe,8
Northrup,M,39,20,Australia and New Zealand,14
Channa,F,1,35,Northern Europe,21
Pearce,M,33,13,Sub-Saharan Africa,15
Koral,F,14,12,Northern Africa,10
Christan,F,23,21,Latin America and the Caribbean,19
Christophorus,M,15,20,Southern Europe,16
Thea,F,17,32,Eastern Asia,9
Jule,M,6,33,Sub-Saharan Africa,17
Alejandra,F,12,10,South-eastern Asia,5
Susana,F,2,34,Australia and New Zealand,13
Arnaldo,M,7,27,Latin America and the Caribbean,14
Aurelia,F,40,4,Latin America and the Caribbean,17
Mariejeanne,F,38,3,Southern Europe,10
Winna,F,38,31,Central Asia,5
Letty,F,13,8,Western Europe,8
Trula,F,26,37,Southern Asia,19
Jerad,M,27,0,South-eastern Asia,4
Loralee,F,14,34,South-eastern Asia,27
Wiatt,M,9,28,Latin America and the Caribbean,8
Emyle,F,14,21,Southern Europe,13
Nathaniel,M,34,19,Latin America and the Caribbean,6
Phedra,F,14,25,South-eastern Asia,15
Nickolas,M,22,20,Sub-Saharan Africa,14
Simone,M,28,9,Sub-Saharan Africa,18
Liza,F,8,13,Micronesia,12
Bess,F,24,33,Latin America and the Caribbean,10
Lizette,F,1,30,Latin America and the Caribbean,0
Perla,F,36,21,Western Asia,30
Paolina,F,36,14,Sub-Saharan Africa,23
Ernesta,F,28,30,Eastern Europe,3
Rosa,F,3,24,Southern Europe,19
Dunn,M,21,30,Eastern Asia,10
Reade,M,19,27,Sub-Saharan Africa,9
Iolanthe,F,26,21,Latin America and the Caribbean,15
Kaiser,M,37,28,Northern Africa,18
Templeton,M,11,33,Western Europe,20
Caryl,M,2,16,Sub-Saharan Africa,20
Alaric,M,35,31,Polynesia,11
Bebe,F,7,2,Sub-Saharan Africa,11
Xever,M,2,3,Sub-Saharan Africa,14
Hermon,M,4,36,Polynesia,20
Jamima,F,8,11,Polynesia,7
Giorgio,M,39,39,Micronesia,12
Dougie,M,35,23,Central Asia,2
Gaylord,M,28,4,Central Asia,17
Gilberta,F,29,5,Melanesia,23
Sallyann,F,16,29,Sub-Saharan Africa,13
Verge,M,4,13,Northern Africa,19
Robbie,M,30,36,Sub-Saharan Africa,21
Kaylil,F,35,1,Sub-Saharan Africa,12
Kaia,F,27,2,Eastern Asia,17
Shelia,F,33,39,Southern Europe,3
Hali,F,7,5,Eastern Asia,19
Othella,F,15,22,Latin America and the Caribbean,8
Leicester,M,40,16,Latin America and the Caribbean,-2
Fernando,M,9,2,Latin America and the Caribbean,9
Minta,F,7,26,Sub-Saharan Africa,13
Brett,F,8,4,Melanesia,14
Connie,F,22,27,Western Europe,12
Netti,F,29,5,Micronesia,12
Wyatan,M,12,26,Northern Europe,13
Georgena,F,11,2,Northern Africa,-7
Gladys,F,28,25,Northern America,14
Mona,F,36,41,South-eastern Asia,4
Erin,F,38,8,Australia and New Zealand,21
Terry,F,25,34,Central Asia,1
Chantalle,F,31,19,Sub-Saharan Africa,9
Frederic,M,28,9,Australia and New Zealand,0
Terrill,M,4,16,Latin America and the Caribbean,18
Brannon,M,18,14,Sub-Saharan Africa,4
Bobinette,F,20,32,Southern Europe,7
Kennith,M,34,8,Southern Europe,16
Giselbert,M,15,2,South-eastern Asia,10
Erhard,M,33,8,South-eastern Asia,20
Sigmund,M,35,18,Latin America and the Caribbean,17
Joshuah,M,9,29,Sub-Saharan Africa,21
Danny,F,15,26,Central Asia,13
Bird,F,10,12,Northern Africa,7
Bradford,M,27,4,Western Asia,14
Rivalee,F,24,38,Latin America and the Caribbean,9
Tom,M,20,23,Sub-Saharan Africa,19
Averyl,F,11,20,Latin America and the Caribbean,19
Mable,F,41,42,Latin America and the Caribbean,18
Hamilton,M,3,19,Eastern Asia,17
Van,F,10,13,Southern Europe,32
Angela,F,39,2,Western Asia,16
Tammie,M,11,15,Southern Europe,1
Claybourne,M,2,10,Southern Europe,12
Gilbert,M,6,30,Latin America and the Caribbean,22
Michaela,F,8,13,Northern America,-7
Charis,F,15,14,Central Asia,9
Ginnie,F,25,36,Central Asia,20
Regan,M,24,18,Northern Europe,6
Bidget,F,7,2,Northern Europe,-6
Binny,F,40,23,Micronesia,12
Orran,M,9,26,Latin America and the Caribbean,9
Dani,M,23,27,Western Asia,6
Ardenia,F,19,23,Latin America and the Caribbean,16
Trey,M,4,41,Micronesia,13
Sibelle,F,19,18,Western Europe,12
Ellissa,F,35,4,Sub-Saharan Africa,12
Dyna,F,7,13,Latin America and the Caribbean,5
Janeva,F,1,29,Eastern Asia,20
Bryon,M,13,5,Sub-Saharan Africa,-4
Leela,F,41,1,Northern America,7
Anjanette,F,8,31,Eastern Asia,23
Cyril,M,31,8,Micronesia,12
Grantley,M,5,24,Latin America and the Caribbean,-4
Irvine,M,33,36,Sub-Saharan Africa,8
Taber,M,19,28,Sub-Saharan Africa,18
Whittaker,M,42,26,Polynesia,-1
Korney,F,4,35,Latin America and the Caribbean,7
Maury,M,10,35,Latin America and the Caribbean,10
Ashla,F,42,16,Northern Europe,14
Frazer,M,41,11,Latin America and the Caribbean,7
Nada,F,24,37,Southern Europe,13
Christian,F,26,20,Latin America and the Caribbean,18
Blanche,F,27,7,Polynesia,11
Jessamyn,F,9,25,Latin America and the Caribbean,14
Farra,F,19,21,South-eastern Asia,13
Noella,F,20,37,Latin America and the Caribbean,10
Skipp,M,38,14,Western Europe,16
Mala,F,2,21,Western Europe,15
Huntington,M,36,18,Latin America and the Caribbean,12
Jameson,M,6,37,Southern Asia,22
Daune,F,1,15,Eastern Europe,8
Andy,M,31,41,Eastern Europe,5
Gay,F,7,19,Latin America and the Caribbean,16
Quintana,F,17,36,Sub-Saharan Africa,10
Marietta,F,18,31,Latin America and the Caribbean,2
Aurelea,F,23,3,Northern Europe,3
Hans,M,13,24,South-eastern Asia,16
Frederigo,M,38,28,Sub-Saharan Africa,-1
Bette-ann,F,38,1,Eastern Europe,6
Ewan,M,34,8,Northern Africa,16
Carolee,F,31,20,Southern Europe,10
Rudyard,M,6,34,Western Asia,-4
Dara,F,7,40,Northern Europe,11
Dud,M,3,27,South-eastern Asia,11
Kendal,M,35,22,Latin America and the Caribbean,17
Evie,F,20,28,Sub-Saharan Africa,6
Sigmund,M,16,13,Latin America and the Caribbean,8
Axe,M,26,12,South-eastern Asia,19
Belicia,F,6,2,Eastern Europe,10
Fons,M,34,6,Western Europe,9
Natividad,F,16,7,Southern Europe,4
Tatiania,F,40,18,Northern America,4
Issi,F,37,7,Southern Europe,12
Markos,M,14,11,Sub-Saharan Africa,4
Klarika,F,26,38,Latin America and the Caribbean,12
Fonsie,M,18,24,Northern America,5
Cristobal,M,2,29,Southern Asia,8
Karim,M,16,32,Northern America,15
Lona,F,9,40,Sub-Saharan Africa,-1
Lanae,F,38,8,Western Asia,18
Colver,M,41,32,Eastern Europe,20
Shelli,F,5,32,South-eastern Asia,9
Maurise,M,16,7,Sub-Saharan Africa,16
Leonanie,F,2,1,Polynesia,10
Lu,F,41,9,Latin America and the Caribbean,17
Lesley,M,27,36,Latin America and the Caribbean,25
Huntlee,M,26,9,Micronesia,20
Daniella,F,20,3,Northern Europe,12
Derwin,M,8,30,Sub-Saharan Africa,7
Wilmer,M,7,19,Sub-Saharan Africa,-3
Vallie,F,38,10,Latin America and the Caribbean,2
Sancho,M,0,26,Sub-Saharan Africa,16
Jerri,M,34,0,Northern Europe,10
Giffard,M,7,22,Latin America and the Caribbean,8
Augustine,F,17,9,Latin America and the Caribbean,16
Vern,M,19,35,Latin America and the Caribbean,3
Mattie,F,31,33,South-eastern Asia,16
Adam,M,6,30,Southern Europe,13
Cati,F,5,33,South-eastern Asia,13
Karlis,M,5,21,Southern Asia,3
Bryon,M,11,9,Sub-Saharan Africa,7
Tami,F,10,20,Southern Europe,2
Tina,F,19,25,Northern Europe,14
Ermanno,M,27,25,Northern Europe,-1
Porter,M,10,28,Northern Europe,-1
Allayne,M,11,15,Eastern Europe,17
Maureen,F,27,18,Southern Asia,8
Heriberto,M,34,3,Sub-Saharan Africa,0
Bertrand,M,14,31,Southern Europe,8
Orville,M,30,4,Latin America and the Caribbean,12
Amos,M,18,6,Southern Asia,21
Agnella,F,10,40,Latin America and the Caribbean,23
Tally,F,35,0,Sub-Saharan Africa,1
Ermin,M,41,4,South-eastern Asia,10
Grace,F,6,3,Western Asia,11
Tasia,F,27,5,South-eastern Asia,16
Albina,F,41,17,Northern Europe,21
Cathy,F,36,36,Latin America and the Caribbean,6
Stan,M,12,26,Melanesia,22
Scotti,M,35,33,Micronesia,10
Colline,F,1,22,Eastern Asia,22
Vin,M,33,27,Latin America and the Caribbean,15
Karlan,M,19,23,Latin America and the Caribbean,7
Ellsworth,M,34,37,Eastern Europe,8
Angeli,M,30,18,Sub-Saharan Africa,9
Garvy,M,4,6,Sub-Saharan Africa,6
Sharity,F,38,27,Latin America and the Caribbean,-4
Eda,F,18,5,South-eastern Asia,13
Bondie,M,28,14,Latin America and the Caribbean,5
Rebekkah,F,33,8,Sub-Saharan Africa,17
Gorden,M,14,2,Micronesia,17
Bria,F,41,39,Latin America and the Caribbean,-3
Stern,M,4,17,Latin America and the Caribbean,21
Ignace,M,7,1,Northern Europe,9
Bryce,M,5,22,Southern Asia,6
Pernell,M,24,33,Central Asia,22
Kesley,F,10,3,Northern Europe,13
Edin,F,31,27,Southern Europe,21
Lexie,F,40,34,Western Asia,18
Dedra,F,14,35,Latin America and the Caribbean,6
Barbara-anne,F,1,22,Northern Europe,21
Sergei,M,22,20,South-eastern Asia,12
Cosme,M,5,38,Sub-Saharan Africa,14
Tyler,M,34,11,Western Asia,21
Mufi,F,16,12,Western Asia,4
Lemuel,M,26,18,Latin America and the Caribbean,9
Iggie,M,31,3,Northern Africa,11
Chlo,F,18,30,Sub-Saharan Africa,12
Shelbi,F,34,27,Sub-Saharan Africa,13
Dill,M,20,5,Sub-Saharan Africa,11
Sawyere,M,8,30,Latin America and the Caribbean,15
Llewellyn,M,27,34,Sub-Saharan Africa,14
Gasparo,M,18,11,Melanesia,2
Isidora,F,25,6,Sub-Saharan Africa,7
Franzen,M,15,1,Sub-Saharan Africa,-8
Gordon,M,12,11,Western Asia,6
Gwyneth,F,18,20,Western Europe,17
Mord,M,37,20,Micronesia,27
Ayn,F,8,36,Sub-Saharan Africa,10
Shaylyn,F,12,8,Western Asia,4
Monroe,M,9,16,Melanesia,6
Coretta,F,5,3,Southern Europe,19
Franny,F,35,26,Northern Europe,0
Marlane,F,34,25,Sub-Saharan Africa,13
Shurlock,M,19,28,Latin America and the Caribbean,12
Gun,M,26,39,Micronesia,29
Mariel,F,36,19,Western Asia,25
Daloris,F,9,17,Latin America and the Caribbean,6
Giana,F,38,11,Latin America and the Caribbean,11
Denys,M,40,19,Sub-Saharan Africa,16
Putnam,M,13,31,Latin America and the Caribbean,9
Dinny,F,28,29,Southern Europe,19
Liza,F,8,29,Sub-Saharan Africa,0
Artair,M,2,28,Northern America,7
Henri,M,13,39,Latin America and the Caribbean,25
Ric,M,17,15,Western Asia,22
Isahella,F,3,29,Southern Asia,6
Fey,F,31,6,Latin America and the Caribbean,12
Tabitha,F,38,27,Northern Europe,9
Hansiain,M,9,19,Sub-Saharan Africa,13
Lionel,M,6,40,Sub-Saharan Africa,14
Konstantin,M,36,36,Western Asia,12
Margarete,F,15,23,Eastern Asia,25
Blaine,M,20,31,Latin America and the Caribbean,16
Zora,F,19,11,Central Asia,5
Pascale,M,2,35,Polynesia,15
Kassia,F,26,32,Latin America and the Caribbean,2
Jonathan,M,36,13,South-eastern Asia,12
Maryanna,F,27,31,Western Asia,17
Erminia,F,18,0,Western Asia,19
Kendre,F,39,2,Polynesia,-2
Alf,M,1,9,Sub-Saharan Africa,16
Engracia,F,6,39,Polynesia,1
Guenevere,F,20,17,Central Asia,17
Shellysheldon,M,13,19,Eastern Europe,12
Flossy,F,17,33,Northern Europe,1
Dory,M,33,34,Polynesia,1
Michail,M,32,25,Latin America and the Caribbean,16
Darcy,M,5,3,Eastern Europe,13
Murray,M,40,20,Latin America and the Caribbean,20
Rivkah,F,38,26,Western Europe,3
Elden,M,29,23,Polynesia,16
Niel,M,39,19,Southern Europe,23
Florina,F,2,38,Southern Europe,19
Hyacinth,F,29,32,Southern Europe,16
Rowland,M,17,27,Southern Asia,5
Allina,F,23,24,Southern Europe,8
Pippa,F,15,36,Sub-Saharan Africa,1
Kip,M,12,19,Sub-Saharan Africa,12
Xylina,F,1,17,Micronesia,10
Adey,F,31,0,Northern Europe,12
Eba,F,30,13,Latin America and the Caribbean,13
Gauthier,M,33,37,Sub-Saharan Africa,17
Lind,F,27,14,Sub-Saharan Africa,12
Carolann,F,22,32,Eastern Europe,14
Nikkie,F,6,10,Western Europe,8
Edwina,F,21,11,Southern Europe,4
Margery,F,39,25,Central Asia,10
Clemens,M,26,26,Western Europe,12
Jobi,F,6,12,Latin America and the Caribbean,27
Fallon,F,26,33,Western Asia,7
Dianemarie,F,4,22,Latin America and the Caribbean,4
Mady,F,4,41,Northern Africa,11
Nicol,M,28,15,Western Europe,25
